Id,CreationDate,PostId,RelatedPostId,LinkTypeId
651498,2015-06-01T17:55:38.980,48574,13362,1
651517,2015-06-01T19:19:53.197,48414,45032,1
651518,2015-06-01T19:21:07.387,48536,48559,1
651541,2015-06-01T20:14:21.287,48579,25959,1
651578,2015-06-01T21:22:10.403,48583,34106,1
651591,2015-06-01T22:10:43.083,48583,34106,3
651607,2015-06-01T23:26:10.883,831,983,1
651742,2015-06-02T09:42:22.387,48587,38204,1
651744,2015-06-02T10:18:59.887,48605,17438,1
651766,2015-06-02T11:42:14.473,48265,13362,3
651800,2015-06-02T13:49:50.033,44647,24298,1
651974,2015-06-02T17:16:21.443,48630,47841,1
651981,2015-06-02T17:55:06.003,48634,10399,1
651983,2015-06-02T18:10:22.857,48634,48109,1
652014,2015-06-02T18:33:03.847,48634,10399,3
652054,2015-06-02T20:04:28.663,48646,46111,1
652222,2015-06-03T12:32:33.187,48674,2310,1
652228,2015-06-03T14:16:59.527,48674,45092,1
652264,2015-06-03T18:10:49.813,48628,44187,1
652344,2015-06-04T01:56:31.707,48414,45032,3
652418,2015-06-04T09:59:05.907,48674,45092,3
652511,2015-06-04T12:27:12.647,38341,13362,1
652555,2015-06-04T13:27:52.040,48719,48669,1
652572,2015-06-04T13:57:25.290,48713,14054,1
652592,2015-06-04T14:07:27.530,48691,47786,1
652597,2015-06-04T14:18:40.940,38341,13362,3
652614,2015-06-04T14:58:34.490,48726,43168,1
652646,2015-06-04T16:08:22.833,48728,5408,1
652647,2015-06-04T16:10:53.963,48728,27355,1
652684,2015-06-04T17:04:11.400,48728,5408,3
652686,2015-06-04T17:05:10.783,48731,18384,1
652687,2015-06-04T17:05:10.783,48731,26794,1
652711,2015-06-04T19:09:15.960,48722,10590,1
652712,2015-06-04T19:49:34.820,48735,45960,1
652821,2015-06-05T08:25:31.043,48756,26539,1
652836,2015-06-05T09:04:00.940,48759,48724,1
652932,2015-06-05T13:43:27.563,48669,48719,1
652933,2015-06-05T13:43:27.563,48669,48759,1
652937,2015-06-05T13:44:14.983,48669,48724,1
652975,2015-06-05T14:15:28.687,48772,44464,1
652976,2015-06-05T14:18:03.463,48760,19147,1
652996,2015-06-05T15:01:21.993,48778,18894,1
652997,2015-06-05T15:01:21.993,48778,441,1
653031,2015-06-05T15:55:57.520,48785,48760,1
653041,2015-06-05T16:43:37.253,48669,48783,1
653107,2015-06-05T18:21:03.187,48791,18198,1
653108,2015-06-05T18:21:03.187,48791,44026,1
653174,2015-06-05T20:37:58.130,48096,13362,1
653362,2015-06-06T10:55:33.283,48836,13183,1
653411,2015-06-06T15:19:55.973,48842,11501,1
653510,2015-06-06T23:36:57.703,48865,47080,1
653512,2015-06-06T23:38:30.670,48865,38487,1
653513,2015-06-07T00:03:37.060,48865,36755,1
653553,2015-06-07T06:18:52.650,48876,48775,1
653628,2015-06-07T11:56:36.623,48865,47080,3
653629,2015-06-07T12:01:32.243,48868,34106,1
653645,2015-06-07T12:14:29.620,48885,45491,1
653646,2015-06-07T12:14:29.620,48885,45538,1
653671,2015-06-07T13:20:32.400,2026,17053,1
653683,2015-06-07T15:10:07.653,48895,30569,1
653700,2015-06-07T15:45:27.370,48868,30569,1
653815,2015-06-08T00:49:37.683,48836,13183,3
653852,2015-06-08T02:47:58.893,48868,34106,3
653853,2015-06-08T02:47:58.893,48868,30569,3
653928,2015-06-08T08:24:34.463,40251,48756,1
653941,2015-06-08T08:38:21.573,48939,11250,1
653942,2015-06-08T08:39:37.990,48939,10504,1
653963,2015-06-08T08:50:38.060,48936,38531,1
653991,2015-06-08T10:06:42.253,48943,47411,1
654014,2015-06-08T11:22:49.627,48947,40523,1
654020,2015-06-08T12:26:28.447,48939,11250,3
654076,2015-06-08T14:37:33.233,26539,48756,3
654172,2015-06-08T16:23:03.097,48967,730,1
654196,2015-06-08T16:55:21.713,48972,30569,1
654261,2015-06-08T19:53:36.750,48972,30569,3
654262,2015-06-08T19:54:01.040,48967,730,3
654294,2015-06-08T20:42:49.663,48984,48970,1
654414,2015-06-09T06:37:35.497,49001,27355,1
654447,2015-06-09T08:36:27.263,49001,27355,3
654494,2015-06-09T09:38:13.443,49010,42081,1
654495,2015-06-09T09:44:41.437,49010,39435,1
654499,2015-06-09T09:47:03.697,49010,13183,1
654506,2015-06-09T10:06:45.363,48999,38473,1
654522,2015-06-09T11:39:53.933,49006,46156,1
654608,2015-06-09T15:50:03.190,48999,38473,3
654636,2015-06-09T16:33:55.620,49030,34106,1
654642,2015-06-09T16:45:46.320,49029,30569,1
654655,2015-06-09T17:18:41.527,49030,34106,3
654687,2015-06-09T19:29:49.253,49004,43935,1
654731,2015-06-09T20:55:20.323,49044,21783,1
654732,2015-06-09T20:55:22.133,49044,30569,1
662059,2015-06-10T06:58:58.763,49044,30569,3
662060,2015-06-10T06:58:58.763,49044,21783,3
662081,2015-06-10T07:13:17.083,49059,46129,1
662223,2015-06-10T13:14:31.340,49075,8933,1
662224,2015-06-10T13:14:31.340,49075,23350,1
662330,2015-06-10T16:32:25.163,49098,47731,1
662354,2015-06-10T16:49:49.780,49092,13183,1
662361,2015-06-10T17:49:28.467,49098,43660,1
662392,2015-06-10T18:42:59.320,49107,17984,1
662419,2015-06-10T19:42:40.133,49107,17984,3
662454,2015-06-10T20:22:37.220,49113,14369,1
662549,2015-06-11T04:27:26.567,48725,37998,1
662556,2015-06-11T05:05:11.413,49127,4859,1
662616,2015-06-11T07:36:43.950,49113,14369,3
662618,2015-06-11T08:42:46.753,49127,4859,3
662666,2015-06-11T11:04:23.753,49075,23350,3
662683,2015-06-11T11:43:37.517,49138,27065,1
662779,2015-06-11T13:49:39.890,49150,23624,1
662827,2015-06-11T15:57:54.390,49155,11250,1
662829,2015-06-11T16:23:25.887,49155,11250,3
663015,2015-06-11T23:53:23.813,49174,26341,1
663078,2015-06-12T01:45:10.933,49181,8887,1
663079,2015-06-12T01:45:49.567,49182,49180,1
663176,2015-06-12T06:01:38.890,49136,49142,1
664777,2015-06-12T08:11:37.330,48639,9582,1
664849,2015-06-12T09:42:22.690,49193,36115,1
664925,2015-06-12T10:44:20.930,49181,8887,3
664946,2015-06-12T11:00:25.223,49199,34106,1
664979,2015-06-12T13:00:56.873,49199,34106,3
664980,2015-06-12T13:01:06.527,49193,36115,3
665114,2015-06-12T15:23:45.157,49209,13362,1
665139,2015-06-12T16:03:09.587,49209,11114,1
665150,2015-06-12T16:30:52.207,49209,48760,1
665222,2015-06-12T17:46:03.597,49215,11250,1
665303,2015-06-12T20:27:48.270,49223,42529,1
665320,2015-06-12T20:34:40.843,49222,44359,1
665340,2015-06-12T21:15:43.213,49215,10504,1
665427,2015-06-12T23:53:57.703,49142,48622,1
665559,2015-06-13T01:17:08.287,49183,5922,1
665580,2015-06-13T01:41:49.327,49222,44359,3
665596,2015-06-13T02:13:38.633,49209,13362,3
666028,2015-06-13T14:35:37.557,49248,3515,1
666056,2015-06-13T15:35:22.407,49242,13362,1
666079,2015-06-13T16:23:13.507,49242,30569,1
666243,2015-06-13T20:36:13.427,49260,40573,1
666681,2015-06-14T13:27:19.650,49260,40573,3
666771,2015-06-14T14:35:49.703,49287,34217,1
666774,2015-06-14T14:40:55.250,47103,47950,1
666797,2015-06-14T15:06:30.443,34217,43808,1
666798,2015-06-14T15:08:52.450,34217,46466,1
666835,2015-06-14T15:22:15.190,34217,49195,1
666863,2015-06-14T15:57:22.123,49294,49195,1
667057,2015-06-14T17:59:54.943,49301,7287,1
667193,2015-06-14T22:09:37.627,49313,13183,1
667196,2015-06-14T22:22:59.610,49313,33777,1
667265,2015-06-15T01:19:59.010,46921,5922,1
667269,2015-06-15T01:20:37.957,47103,47950,3
667285,2015-06-15T02:08:26.037,49223,42529,3
667288,2015-06-15T02:10:14.810,49248,3515,3
667419,2015-06-15T05:13:49.530,49313,13183,3
667544,2015-06-15T10:18:34.770,46921,5922,3
667602,2015-06-15T10:48:34.543,48915,11501,1
667698,2015-06-15T13:20:03.837,10495,2026,1
667712,2015-06-15T13:34:13.063,49346,37023,1
667765,2015-06-15T14:51:53.110,49345,18140,1
667766,2015-06-15T14:52:26.380,10495,2026,3
667793,2015-06-15T15:15:17.647,49350,48646,1
667857,2015-06-15T16:58:17.820,49353,22579,1
667957,2015-06-15T18:38:21.597,49365,30569,1
668042,2015-06-15T19:50:09.067,49365,30569,3
668089,2015-06-15T21:36:04.670,49371,44719,1
668236,2015-06-16T03:15:59.703,49381,5601,1
668237,2015-06-16T03:15:59.703,49381,5601,3
668238,2015-06-16T03:17:56.033,49381,5853,1
668336,2015-06-16T08:20:11.297,49383,4859,1
668378,2015-06-16T09:08:53.430,49350,48318,1
668561,2015-06-16T12:35:57.240,49397,7656,1
668563,2015-06-16T12:37:50.207,49398,10990,1
668681,2015-06-16T14:49:00.060,49398,10990,3
668686,2015-06-16T14:52:20.383,49409,5046,1
668697,2015-06-16T15:04:54.430,49412,5046,1
668743,2015-06-16T15:34:25.137,49409,5046,3
668830,2015-06-16T17:07:23.007,49383,4859,3
668919,2015-06-16T18:52:32.170,49427,26487,1
668976,2015-06-16T20:18:19.857,49424,2589,1
668996,2015-06-16T20:43:57.560,49427,26487,3
669042,2015-06-16T22:36:53.850,48691,47786,3
669201,2015-06-17T04:07:12.253,49455,10990,1
669236,2015-06-17T05:38:06.473,49446,48449,1
669299,2015-06-17T06:58:11.983,49455,10990,3
669300,2015-06-17T07:07:34.000,49461,13362,1
669301,2015-06-17T07:07:34.000,49461,26939,1
669311,2015-06-17T08:02:46.630,49467,49350,1
669356,2015-06-17T08:34:25.900,49470,13362,1
669399,2015-06-17T09:38:14.787,49470,13362,3
669471,2015-06-17T11:37:51.853,49479,10,1
669529,2015-06-17T12:50:28.130,49450,16960,1
669552,2015-06-17T13:31:59.817,49482,34332,1
669692,2015-06-17T17:14:56.013,49424,2589,3
669709,2015-06-17T17:32:56.143,49497,49482,1
669732,2015-06-17T18:01:25.053,49302,45451,1
670013,2015-06-18T01:59:25.070,49450,16960,3
670316,2015-06-18T10:54:00.550,49536,24726,1
670317,2015-06-18T10:55:09.003,49536,6971,1
670384,2015-06-18T12:11:58.907,49544,30569,1
670477,2015-06-18T13:41:02.753,49553,31583,1
670492,2015-06-18T14:04:35.773,49553,13183,1
670540,2015-06-18T14:27:26.413,49544,30569,3
670604,2015-06-18T16:02:50.177,49195,49294,1
670788,2015-06-18T22:17:23.887,49553,31583,3
670890,2015-06-19T03:23:22.673,49596,36814,1
671042,2015-06-19T06:43:36.057,49606,48970,1
671315,2015-06-19T12:40:58.537,49605,47080,1
671317,2015-06-19T12:42:25.497,49605,38487,1
671442,2015-06-19T15:41:10.170,49301,4364,1
671628,2015-06-19T19:24:56.407,49653,41742,1
671629,2015-06-19T19:24:56.407,49653,40113,1
671630,2015-06-19T19:24:56.407,49653,36572,1
671693,2015-06-19T20:59:47.887,49657,34106,1
671796,2015-06-19T22:55:53.810,49648,46552,1
671813,2015-06-19T23:54:39.050,49669,13955,1
671844,2015-06-20T01:01:05.610,49657,34106,3
671905,2015-06-20T03:23:15.573,49674,4440,1
672124,2015-06-20T10:21:10.357,49685,34481,1
672230,2015-06-20T12:38:48.333,49648,46552,3
672334,2015-06-20T15:12:49.733,49674,17984,1
672629,2015-06-21T02:06:34.780,49718,27355,1
672670,2015-06-21T03:27:02.730,49653,36572,3
672710,2015-06-21T04:30:43.473,3191,49726,1
672767,2015-06-21T07:05:39.960,49728,49722,1
672985,2015-06-21T12:25:23.917,49729,3631,1
672986,2015-06-21T12:25:28.537,49718,27355,3
672990,2015-06-21T12:33:02.380,49745,13362,1
673125,2015-06-21T16:15:50.643,49745,13362,3
673255,2015-06-21T20:01:48.370,49766,47736,1
673407,2015-06-22T02:23:49.527,49778,48200,1
673766,2015-06-22T06:40:50.877,49786,44289,1
673792,2015-06-22T07:43:28.337,49787,7814,1
673950,2015-06-22T12:05:54.203,49799,49722,1
673959,2015-06-22T12:08:06.580,49599,49799,1
674158,2015-06-22T16:31:08.583,49764,47943,1
674210,2015-06-22T17:09:54.297,49824,34756,1
674211,2015-06-22T17:10:40.857,49824,6545,1
674305,2015-06-22T18:59:52.397,46789,49478,1
674415,2015-06-22T21:23:38.953,49843,30569,1
674440,2015-06-22T22:11:37.240,49847,49837,1
674460,2015-06-22T22:25:07.817,49843,30569,3
674558,2015-06-23T01:25:29.540,49787,37327,1
674559,2015-06-23T01:25:29.540,49787,37998,1
674560,2015-06-23T01:26:52.210,49787,5782,1
674561,2015-06-23T01:32:31.083,30970,49599,1
674562,2015-06-23T01:32:31.083,30970,49691,1
674563,2015-06-23T01:36:59.790,49799,49599,1
674599,2015-06-23T02:30:28.073,49853,14692,1
674737,2015-06-23T06:19:33.883,49867,45200,1
674974,2015-06-23T12:12:15.933,14658,20772,1
674977,2015-06-23T12:34:08.287,49853,14692,3
675074,2015-06-23T15:18:27.943,49890,49599,1
675075,2015-06-23T15:18:27.943,49890,49603,1
675076,2015-06-23T15:18:27.943,49890,49598,1
675077,2015-06-23T15:18:27.943,49890,30707,1
675132,2015-06-23T16:03:34.070,17121,49898,1
675184,2015-06-23T17:04:51.460,49900,30569,1
675307,2015-06-23T19:23:31.487,49902,47105,1
675353,2015-06-23T20:28:33.367,49891,45564,1
675483,2015-06-23T23:28:17.653,49925,49927,1
675509,2015-06-24T00:21:55.617,49924,18777,1
675817,2015-06-24T10:31:51.753,49942,11114,1
675818,2015-06-24T10:35:00.003,49942,48760,1
675862,2015-06-24T11:14:23.653,49958,38706,1
675870,2015-06-24T11:44:38.463,49924,49353,1
675871,2015-06-24T11:44:38.463,49924,49353,3
675872,2015-06-24T11:44:38.463,49924,18777,3
676149,2015-06-24T16:34:00.940,49913,49786,1
676161,2015-06-24T16:43:08.150,49981,30569,1
676257,2015-06-24T19:19:00.380,49958,48984,1
676287,2015-06-24T20:34:12.093,49981,30569,3
676403,2015-06-25T01:03:22.600,49932,3261,1
676516,2015-06-25T05:49:49.490,5024,5902,1
676567,2015-06-25T07:06:21.193,50017,44965,1
676635,2015-06-25T08:03:05.983,50022,49891,1
676811,2015-06-25T10:32:04.113,50038,34106,1
676823,2015-06-25T10:52:56.053,49142,49136,1
676917,2015-06-25T12:40:41.757,50048,25584,1
676918,2015-06-25T12:40:41.757,50048,18854,1
676925,2015-06-25T13:12:16.030,50046,14692,1
676948,2015-06-25T13:39:33.840,50048,27355,1
676996,2015-06-25T15:06:59.417,50038,34106,3
677016,2015-06-25T15:23:06.263,46789,49478,3
677017,2015-06-25T15:23:16.577,50048,27355,3
677067,2015-06-25T16:03:41.597,50066,31397,1
677089,2015-06-25T16:30:43.573,50067,47715,1
677123,2015-06-25T17:02:49.347,50065,12765,1
677134,2015-06-25T17:10:27.080,50067,47715,3
677169,2015-06-25T17:33:56.453,50077,16674,1
677215,2015-06-25T19:20:18.380,50077,23127,1
677448,2015-06-26T02:57:18.657,50099,10990,1
677564,2015-06-26T08:08:31.190,50027,48186,1
677625,2015-06-26T11:20:33.903,50125,49682,1
677828,2015-06-26T15:16:14.667,50136,10957,1
677932,2015-06-26T18:05:12.707,50142,34106,1
677935,2015-06-26T18:28:44.937,50136,10957,3
678350,2015-06-27T06:50:17.963,50162,23852,1
678376,2015-06-27T07:58:23.097,50142,34106,3
678483,2015-06-27T10:36:46.560,5408,50170,1
678488,2015-06-27T10:48:59.727,50170,4440,1
678501,2015-06-27T11:12:02.297,50170,5408,1
678509,2015-06-27T11:32:35.563,50161,38875,1
678717,2015-06-27T16:03:44.260,50161,38875,3
678718,2015-06-27T16:04:26.343,50166,50168,3
678722,2015-06-27T16:19:57.800,50170,5408,3
678832,2015-06-27T19:34:47.843,50197,49407,1
678908,2015-06-27T21:36:44.543,50196,34106,1
678951,2015-06-27T23:13:25.853,50196,34106,3
679628,2015-06-28T18:44:33.843,50238,25320,1
679726,2015-06-28T21:06:09.720,50238,50245,1
679774,2015-06-28T22:31:36.693,50246,47715,1
679775,2015-06-28T22:32:19.123,50245,50238,1
679810,2015-06-28T23:16:34.897,50250,30927,1
679885,2015-06-28T23:41:27.493,50248,13183,1
679999,2015-06-29T03:10:05.130,50257,18954,1
680000,2015-06-29T03:10:05.130,50257,5024,1
680021,2015-06-29T03:23:54.127,50248,13183,3
680065,2015-06-29T04:17:49.250,50099,10990,3
680116,2015-06-29T05:53:47.467,50246,47715,3
680129,2015-06-29T06:06:48.533,50257,20816,1
680182,2015-06-29T08:00:33.397,50265,30569,1
680195,2015-06-29T08:46:07.067,49898,44392,1
680217,2015-06-29T08:47:50.773,44392,49898,1
680243,2015-06-29T09:13:20.533,50271,49898,1
680244,2015-06-29T09:13:20.533,50271,44392,1
680291,2015-06-29T09:35:19.183,50273,50145,1
680321,2015-06-29T10:13:20.113,50280,50282,1
680464,2015-06-29T12:50:33.693,50282,30569,1
680473,2015-06-29T12:52:49.150,50282,50280,1
680515,2015-06-29T13:28:14.507,50280,50282,3
680568,2015-06-29T14:35:45.503,50282,30569,3
680596,2015-06-29T14:48:39.083,50250,50155,1
680597,2015-06-29T15:05:57.157,50273,50145,3
680598,2015-06-29T15:18:55.467,50299,22679,1
680664,2015-06-29T16:51:46.427,50311,16847,1
680942,2015-06-29T23:07:33.690,50292,45156,1
681125,2015-06-30T07:07:21.173,50342,34106,1
681141,2015-06-30T07:26:35.717,50321,48756,1
681244,2015-06-30T11:55:42.470,50342,34106,3
681364,2015-06-30T14:19:28.143,50358,18019,1
681532,2015-06-30T16:23:04.377,50292,45156,3
681596,2015-06-30T16:56:52.483,50371,2157,1
681731,2015-06-30T20:56:52.747,50384,1786,1
681746,2015-06-30T21:08:08.330,50371,2157,3
681747,2015-06-30T21:15:44.677,50384,1786,3
681781,2015-06-30T22:00:12.397,50386,11633,1
681860,2015-07-01T00:30:54.610,50390,10,1
681863,2015-07-01T00:36:06.183,50390,26930,1
681878,2015-07-01T01:11:13.333,50389,13867,1
681881,2015-07-01T01:29:58.780,50390,10,3
681902,2015-07-01T02:40:33.810,50394,9277,1
681903,2015-07-01T02:42:21.910,50386,11633,3
682133,2015-07-01T08:48:14.727,50394,9277,3
682134,2015-07-01T08:48:31.333,50389,13867,3
682170,2015-07-01T09:14:59.507,50407,14054,1
682305,2015-07-01T14:02:15.373,50407,14054,3
682561,2015-07-01T20:22:13.700,50429,10990,1
682572,2015-07-01T20:28:49.410,50431,13362,1
682607,2015-07-01T21:16:39.137,50427,14673,1
682624,2015-07-01T21:43:17.990,50431,13362,3
682625,2015-07-01T21:45:43.963,50429,10990,3
682774,2015-07-02T04:19:38.640,50425,13183,1
682876,2015-07-02T07:30:56.753,50441,50425,1
682877,2015-07-02T07:41:57.693,50427,14673,3
682925,2015-07-02T08:54:02.423,50443,14054,1
683043,2015-07-02T10:11:54.953,50441,50425,3
683068,2015-07-02T11:29:33.547,50460,50403,1
683084,2015-07-02T12:10:09.997,50424,7968,1
683245,2015-07-02T13:05:29.740,50467,50460,1
683246,2015-07-02T13:05:29.740,50467,49729,1
683247,2015-07-02T13:06:23.027,50467,24781,1
683249,2015-07-02T13:08:42.040,50467,27844,1
683289,2015-07-02T13:33:39.070,50466,19147,1
683304,2015-07-02T14:03:38.253,50466,19147,3
683305,2015-07-02T14:10:19.347,50443,14054,3
683561,2015-07-02T18:25:44.740,50424,7968,3
683814,2015-07-02T23:55:01.137,50486,3515,1
684091,2015-07-03T08:42:26.370,50511,49345,1
684092,2015-07-03T08:59:06.700,50511,18140,1
684670,2015-07-03T15:09:41.420,50530,38750,1
684716,2015-07-03T16:20:43.920,50486,3515,3
684836,2015-07-03T19:47:18.217,50542,50403,1
684908,2015-07-03T22:00:38.767,50543,49231,1
684909,2015-07-03T22:02:18.523,50543,47180,1
684910,2015-07-03T22:04:17.180,50543,46830,1
684955,2015-07-04T00:04:31.783,50539,34554,1
684968,2015-07-04T00:28:17.533,50543,42529,1
685059,2015-07-04T05:18:46.670,10388,991,1
685519,2015-07-04T14:05:45.317,50566,4440,1
685556,2015-07-04T15:19:42.550,4440,17984,1
685581,2015-07-04T15:45:16.917,50566,4440,3
685904,2015-07-05T08:51:04.487,50593,19147,1
686030,2015-07-05T12:41:15.620,50593,19147,3
686165,2015-07-05T18:06:15.947,50619,49757,1
686170,2015-07-05T18:16:48.137,50619,49757,3
686259,2015-07-05T21:29:55.177,50627,50590,1
686355,2015-07-06T00:27:14.153,50634,44359,1
686367,2015-07-06T01:09:16.640,50638,13362,1
686520,2015-07-06T07:06:11.980,50649,34106,1
686524,2015-07-06T07:07:03.477,50649,44359,1
686537,2015-07-06T07:47:56.883,50634,44359,3
686538,2015-07-06T07:48:25.103,50638,13362,3
686566,2015-07-06T08:22:24.177,50627,50590,3
686614,2015-07-06T09:54:11.067,50649,44359,3
686684,2015-07-06T13:22:32.277,50643,48138,1
686691,2015-07-06T13:41:20.873,50643,29021,1
686696,2015-07-06T13:59:41.113,50676,39908,1
686707,2015-07-06T14:05:03.277,50676,43808,1
686757,2015-07-06T15:39:56.440,50659,47745,1
686758,2015-07-06T15:41:19.000,50668,49690,1
686760,2015-07-06T15:56:43.167,50676,27225,1
686789,2015-07-06T16:29:07.100,49898,50271,1
686803,2015-07-06T16:47:02.817,49136,49746,1
686808,2015-07-06T17:00:13.470,50678,50501,1
686811,2015-07-06T17:47:20.540,50685,35575,1
686812,2015-07-06T17:47:20.540,50685,42830,1
686834,2015-07-06T18:50:53.833,50659,47745,3
686835,2015-07-06T19:03:51.837,50033,13711,1
686977,2015-07-07T00:33:53.753,50710,17511,1
687025,2015-07-07T05:30:24.863,861,19941,1
687155,2015-07-07T09:18:13.100,50724,3515,1
687202,2015-07-07T11:15:13.550,50724,3515,3
687474,2015-07-07T17:07:42.557,50750,49236,1
687499,2015-07-07T18:52:01.347,50750,49236,3
687516,2015-07-07T19:48:37.987,50754,10990,1
687576,2015-07-07T21:50:43.950,50763,21198,1
687614,2015-07-07T23:16:25.223,50754,10990,3
687615,2015-07-07T23:19:06.307,50763,21198,3
687616,2015-07-07T23:30:44.273,50764,49478,1
687618,2015-07-07T23:41:28.760,50249,45101,1
687631,2015-07-08T00:12:14.403,50758,50197,1
687719,2015-07-08T06:47:42.187,50764,47475,1
687760,2015-07-08T08:26:25.537,50805,21431,1
687766,2015-07-08T08:40:22.307,50805,49482,1
687936,2015-07-08T13:50:11.737,50846,19147,1
687961,2015-07-08T14:33:15.263,50846,14692,1
687992,2015-07-08T14:44:45.060,50856,3515,1
687994,2015-07-08T15:23:08.673,50846,19147,3
688021,2015-07-08T16:24:00.810,50856,3515,3
688145,2015-07-08T18:38:05.943,50868,44805,1
688158,2015-07-08T18:43:54.060,50872,30522,1
688162,2015-07-08T19:07:32.953,50872,30522,3
688192,2015-07-08T21:05:29.877,50805,24298,1
688193,2015-07-08T21:05:29.877,50805,44647,1
688216,2015-07-08T21:52:10.227,50882,48536,1
688232,2015-07-08T22:50:38.493,50885,50627,1
688255,2015-07-09T02:46:22.623,50885,50627,3
688256,2015-07-09T02:49:56.297,50805,49497,1
688273,2015-07-09T03:30:15.740,50891,11594,1
688274,2015-07-09T04:23:52.540,50894,50882,1
688285,2015-07-09T05:19:18.403,50895,50882,1
688317,2015-07-09T07:37:35.983,50891,11594,3
688403,2015-07-09T12:01:02.883,50909,10,1
688421,2015-07-09T12:47:19.787,50882,49738,1
688445,2015-07-09T13:48:54.297,50882,50299,1
688546,2015-07-09T20:27:42.870,50925,31372,1
688758,2015-07-10T13:07:26.973,50944,13362,1
688834,2015-07-10T15:53:10.283,50955,13362,1
688855,2015-07-10T16:51:56.633,50955,50944,1
688935,2015-07-10T20:39:15.003,50955,13362,3
688937,2015-07-10T20:55:52.700,50962,50931,1
688977,2015-07-10T23:58:25.177,50962,50931,3
689230,2015-07-11T15:25:04.920,50997,30569,1
689234,2015-07-11T16:32:48.677,50991,43917,1
689235,2015-07-11T16:32:48.677,50991,2173,1
689258,2015-07-11T18:05:27.333,51001,23350,1
689331,2015-07-11T21:52:35.903,51006,49478,1
689363,2015-07-12T03:15:19.797,19939,21783,1
689434,2015-07-12T08:52:27.183,51016,44696,1
689435,2015-07-12T08:56:39.767,19939,30569,1
689503,2015-07-12T12:26:46.697,51026,13362,1
689515,2015-07-12T13:10:14.287,51026,13362,3
689611,2015-07-12T17:34:07.197,51035,42529,1
689615,2015-07-12T17:57:50.010,51036,13183,1
689643,2015-07-12T19:15:10.250,51040,30569,1
689644,2015-07-12T19:21:12.090,51006,49478,3
689680,2015-07-12T19:49:48.760,51043,36007,1
689702,2015-07-12T20:39:10.757,51043,46134,1
689705,2015-07-12T20:40:25.957,51043,36007,3
689706,2015-07-12T20:40:25.957,51043,46134,3
689707,2015-07-12T21:02:41.387,51040,30569,3
689712,2015-07-12T21:24:53.057,51042,14692,1
689790,2015-07-13T00:04:04.377,51016,44696,3
689791,2015-07-13T00:04:20.843,50997,30569,3
689815,2015-07-13T02:01:23.080,51042,14692,3
689905,2015-07-13T10:23:34.840,51066,13675,1
689906,2015-07-13T10:23:34.840,51066,45361,1
689907,2015-07-13T10:23:34.840,51066,48363,1
689908,2015-07-13T10:23:34.840,51066,49447,1
689909,2015-07-13T10:23:34.840,51066,35643,1
689989,2015-07-13T12:15:30.647,51063,35348,1
690071,2015-07-13T13:35:52.377,51070,48536,1
690072,2015-07-13T13:35:52.377,51070,50882,1
690115,2015-07-13T15:15:06.373,51083,51072,1
690286,2015-07-13T23:54:12.530,51083,51072,3
690309,2015-07-14T00:50:00.120,51105,13183,1
690402,2015-07-14T07:49:51.920,51112,13362,1
690403,2015-07-14T07:49:51.920,51112,44258,1
690404,2015-07-14T07:49:51.920,51112,50944,1
690499,2015-07-14T12:47:20.207,51111,25704,1
690521,2015-07-14T13:17:18.770,51105,13183,3
690654,2015-07-14T21:12:06.513,51142,45244,1
690722,2015-07-15T05:21:06.710,49793,4859,1
690784,2015-07-15T10:17:57.350,51164,5003,1
690859,2015-07-15T11:49:01.383,49793,4859,3
690860,2015-07-15T11:51:00.877,51168,48725,1
690861,2015-07-15T12:28:45.037,51170,20814,1
690862,2015-07-15T12:29:16.157,51168,51165,1
690961,2015-07-15T15:00:36.003,51170,18692,1
690962,2015-07-15T15:00:36.003,51170,18692,3
690963,2015-07-15T15:00:36.003,51170,20814,3
691000,2015-07-15T16:21:33.990,51185,50764,3
691088,2015-07-15T19:47:05.393,51203,965,1
691130,2015-07-15T20:36:35.303,51209,50758,1
691177,2015-07-15T22:53:29.010,50764,51185,1
691230,2015-07-16T02:55:00.813,51218,4859,1
691275,2015-07-16T05:01:20.200,51220,9027,1
691352,2015-07-16T08:07:16.090,51220,9027,3
691353,2015-07-16T08:21:40.533,51236,34106,1
691365,2015-07-16T09:32:19.560,51232,47223,1
691366,2015-07-16T09:34:00.717,51232,48756,1
691412,2015-07-16T12:02:07.027,51164,18812,1
691447,2015-07-16T12:46:14.427,51218,4859,3
691502,2015-07-16T14:30:02.790,51257,5912,1
691599,2015-07-16T15:59:09.207,51271,402,1
691600,2015-07-16T16:06:42.930,51271,402,3
691614,2015-07-16T16:23:42.687,51221,13362,1
691615,2015-07-16T16:25:20.940,51272,30656,1
691734,2015-07-16T20:42:44.377,51290,14085,1
691768,2015-07-16T22:25:55.690,51290,14085,3
691772,2015-07-16T23:15:10.760,51298,48654,1
691819,2015-07-17T05:30:10.760,51302,24248,1
691995,2015-07-17T15:23:42.840,51286,9250,1
692027,2015-07-17T18:23:51.780,51339,18187,1
692057,2015-07-17T20:32:29.683,51342,17385,1
692109,2015-07-17T21:55:21.513,51344,5922,1
692110,2015-07-17T22:20:59.617,51342,17385,3
692129,2015-07-17T23:55:22.307,51350,911,1
692273,2015-07-18T10:12:31.827,51165,51357,1
692450,2015-07-18T21:11:43.487,51371,30569,1
